ENSMUSG00000051951.5	Xkr4
ENSMUSG00000023913.17	Pla2g7
ENSMUSG00000040140.15	Tdrd6
ENSMUSG00000023912.10	Slc25a27
ENSMUSG00000023963.10	Cyp39a1
ENSMUSG00000039601.16	Rcan2
ENSMUSG00000023960.13	Enpp5
ENSMUSG00000023961.16	Enpp4
ENSMUSG00000023959.9	Clic5
ENSMUSG00000039153.16	Runx2
ENSMUSG00000038954.14	Supt3
ENSMUSG00000023932.9	Cdc5l
ENSMUSG00000023935.10	Spats1
ENSMUSG00000023938.8	Aars2
ENSMUSG00000023949.7	Tcte1
ENSMUSG00000096847.2	Tmem151b
ENSMUSG00000023947.8	Nfkbie
ENSMUSG00000037089.11	Slc35b2
ENSMUSG00000023944.14	Hsp90ab1
ENSMUSG00000023942.15	Slc29a1
ENSMUSG00000079471.4	Mymx
ENSMUSG00000058626.16	Capn11
ENSMUSG00000036026.15	Tmem63b
ENSMUSG00000023939.7	Mrpl14
ENSMUSG00000094690.2	1600014C23Rik
ENSMUSG00000023951.17	Vegfa
ENSMUSG00000023967.9	Mrps18a
ENSMUSG00000023966.8	Rsph9
ENSMUSG00000034509.9	Mad2l1bp
ENSMUSG00000023952.13	Gtpbp2
ENSMUSG00000023953.9	Polh
ENSMUSG00000067150.6	Xpo5
ENSMUSG00000067148.15	Polr1c
ENSMUSG00000071074.9	Yipf3
ENSMUSG00000071073.5	Lrrc73
ENSMUSG00000012296.16	Tjap1
ENSMUSG00000047428.14	Dlk2
ENSMUSG00000032842.13	Abcc10
ENSMUSG00000015597.17	Zfp318
ENSMUSG00000023968.15	Crip3
ENSMUSG00000067144.7	Slc22a7
ENSMUSG00000015599.9	Ttbk1
ENSMUSG00000040658.7	Dnph1
ENSMUSG00000040327.16	Cul9
ENSMUSG00000015605.6	Srf
ENSMUSG00000023972.10	Ptk7
ENSMUSG00000003546.10	Klc4
ENSMUSG00000002767.13	Mrpl2
ENSMUSG00000038545.13	Cul7
ENSMUSG00000023971.9	Rrp36
ENSMUSG00000063576.12	Klhdc3
ENSMUSG00000002768.8	Mea1
ENSMUSG00000059409.9	Ppp2r5d
ENSMUSG00000002763.16	Pex6
ENSMUSG00000002769.9	Gnmt
ENSMUSG00000023973.13	Cnpy3
ENSMUSG00000036858.8	Ptcra
ENSMUSG00000062619.6	2310039H08Rik
ENSMUSG00000063888.7	Rpl7l1
ENSMUSG00000036568.7	Bicral
ENSMUSG00000036430.8	Tbcc
ENSMUSG00000023978.5	Prph2
ENSMUSG00000023977.15	Ubr2
ENSMUSG00000034729.16	Mrps10
ENSMUSG00000023979.14	Guca1b
ENSMUSG00000023982.8	Guca1a
ENSMUSG00000047150.8	1700001C19Rik
ENSMUSG00000034382.14	AI661453
ENSMUSG00000023980.7	Taf8
ENSMUSG00000034165.16	Ccnd3
ENSMUSG00000023988.8	Bysl
ENSMUSG00000092558.3	Med20
ENSMUSG00000023984.17	Gm20517
ENSMUSG00000090115.7	Usp49
ENSMUSG00000033475.15	Tomm6
ENSMUSG00000079444.9	Gm21981
ENSMUSG00000096549.9	Prickle4
ENSMUSG00000023266.11	Frs3
ENSMUSG00000023987.14	Pgc
ENSMUSG00000023990.18	Tfeb
ENSMUSG00000032717.14	Mdfi
ENSMUSG00000023991.16	Foxp4
ENSMUSG00000094928.1	1700122O11Rik
ENSMUSG00000021545.5	1700067P10Rik
ENSMUSG00000073386.5	9830107B12Rik
ENSMUSG00000043939.15	A530064D06Rik
ENSMUSG00000042265.13	Trem1
ENSMUSG00000041754.5	Trem3
ENSMUSG00000051682.15	Treml4
ENSMUSG00000071068.7	Treml2
ENSMUSG00000043740.15	B430306N03Rik
ENSMUSG00000023992.14	Trem2
ENSMUSG00000023993.7	Treml1
ENSMUSG00000023994.13	Nfya
ENSMUSG00000040771.14	Oard1
ENSMUSG00000040694.4	Apobec2
ENSMUSG00000023995.12	Tspo2
ENSMUSG00000043592.15	Unc5cl
ENSMUSG00000040490.4	Lrfn2
ENSMUSG00000064120.14	Mocs1
ENSMUSG00000040260.8	Daam2
ENSMUSG00000023999.14	Kif6
ENSMUSG00000039316.14	Rftn1
ENSMUSG00000010592.9	Dazl
ENSMUSG00000038910.7	Plcl2
ENSMUSG00000023923.10	Tbc1d5
ENSMUSG00000023927.15	Satb1
ENSMUSG00000035580.10	Kcnh8
ENSMUSG00000023931.5	Efhb
ENSMUSG00000017831.8	Rab5a
ENSMUSG00000044957.3	Pp2d1
ENSMUSG00000000708.14	Kat2b
ENSMUSG00000023940.14	Sgo1
ENSMUSG00000023122.6	Sult1c2
ENSMUSG00000023943.7	Sult1c1
ENSMUSG00000023945.7	Slc5a7
ENSMUSG00000024172.10	St6gal2
ENSMUSG00000091504.1	Vmn2r118
ENSMUSG00000024174.9	Pot1b
ENSMUSG00000032915.6	Adgre4
ENSMUSG00000057835.7	Zfp119a
ENSMUSG00000003198.10	Zfp959
ENSMUSG00000062101.12	Zfp119b
ENSMUSG00000003206.7	Ebi3
ENSMUSG00000003208.9	Yju2
ENSMUSG00000039154.8	Shd
ENSMUSG00000011589.9	Fsd1
ENSMUSG00000038781.7	Stap2
ENSMUSG00000003199.16	Mpnd
ENSMUSG00000003200.10	Sh3gl1
ENSMUSG00000002835.9	Chaf1a
ENSMUSG00000019578.11	Ubxn6
ENSMUSG00000002833.11	Hdgfl2
ENSMUSG00000002831.13	Plin4
ENSMUSG00000011305.11	Plin5
ENSMUSG00000037095.8	Lrg1
ENSMUSG00000001227.12	Sema6b
ENSMUSG00000044469.8	Tnfaip8l1
ENSMUSG00000019579.13	Mydgf
ENSMUSG00000001229.9	Dpp9
ENSMUSG00000043683.4	Fem1a
ENSMUSG00000047123.8	Ticam1
ENSMUSG00000024197.10	Plin3
ENSMUSG00000073380.2	Arrdc5
ENSMUSG00000001228.14	Uhrf1
ENSMUSG00000024201.12	Kdm4b
ENSMUSG00000013236.17	Ptprs
ENSMUSG00000044526.3	Znrf4
ENSMUSG00000110218.1	Gm20219
ENSMUSG00000042625.16	Safb2
ENSMUSG00000071054.12	Safb
ENSMUSG00000049760.6	2410015M20Rik
ENSMUSG00000057863.6	Rpl36
ENSMUSG00000041168.10	Lonp1
ENSMUSG00000040828.10	Catsperd
ENSMUSG00000002372.9	Ranbp3
ENSMUSG00000054723.6	Vmac
ENSMUSG00000002379.7	Ndufa11
ENSMUSG00000039481.5	Nrtn
ENSMUSG00000007603.9	Dus3l
ENSMUSG00000090273.3	Prr22
ENSMUSG00000024206.15	Rfx2
ENSMUSG00000024207.8	Acsbg2
ENSMUSG00000024209.9	1700061G19Rik
ENSMUSG00000024212.9	Mllt1
ENSMUSG00000045019.4	Acer1
ENSMUSG00000002660.8	Clpp
ENSMUSG00000002661.14	Alkbh7
ENSMUSG00000002664.2	Pspn
ENSMUSG00000109739.1	Gm17949
ENSMUSG00000007670.10	Khsrp
ENSMUSG00000011486.14	Slc25a41
ENSMUSG00000046329.14	Slc25a23
ENSMUSG00000044279.15	Crb3
ENSMUSG00000002668.8	Dennd1c
ENSMUSG00000062591.5	Tubb4a
ENSMUSG00000035678.8	Tnfsf9
ENSMUSG00000019489.7	Cd70
ENSMUSG00000005824.7	Tnfsf14
ENSMUSG00000024164.15	C3
ENSMUSG00000005823.9	Gpr108
ENSMUSG00000019487.11	Trip10
ENSMUSG00000034116.17	Vav1
ENSMUSG00000004730.15	Adgre1
ENSMUSG00000090655.1	Vmn2r120
ENSMUSG00000038048.8	Cntnap5c
ENSMUSG00000024227.14	Pdzph1
ENSMUSG00000024228.12	Nudt12
ENSMUSG00000048915.12	Efna5
ENSMUSG00000023965.13	Fbxl17
ENSMUSG00000000127.15	Fer
ENSMUSG00000024083.16	Pja2
ENSMUSG00000024085.13	Man2a1
ENSMUSG00000024088.4	4930583I09Rik
ENSMUSG00000045036.15	Tmem232
ENSMUSG00000024091.9	Vapa
ENSMUSG00000050612.6	Txndc2
ENSMUSG00000056515.9	Rab31
ENSMUSG00000061950.17	Ppp4r1
ENSMUSG00000024096.17	Ralbp1
ENSMUSG00000024098.6	Twsg1
ENSMUSG00000034647.15	Ankrd12
ENSMUSG00000024099.15	Ndufv2
ENSMUSG00000024101.15	Washc1
ENSMUSG00000035842.10	Ddx11
ENSMUSG00000052105.17	Mtcl1
ENSMUSG00000023460.13	Rab12
ENSMUSG00000024105.3	Themis3
ENSMUSG00000033278.10	Ptprm
ENSMUSG00000073375.3	Lrrc30
ENSMUSG00000032796.8	Lama1
ENSMUSG00000024043.13	Arhgap28
ENSMUSG00000041565.17	L3mbtl4
ENSMUSG00000095407.2	Tmem200c
ENSMUSG00000024044.18	Epb41l3
ENSMUSG00000049672.15	Zbtb14
ENSMUSG00000091636.2	Akain1
ENSMUSG00000003279.17	Dlgap1
ENSMUSG00000047407.17	Tgif1
ENSMUSG00000034868.9	Myl12b
ENSMUSG00000117098.1	AC154187.2
ENSMUSG00000024048.15	Myl12a
ENSMUSG00000024049.15	Myom1
ENSMUSG00000024052.17	Lpin2
ENSMUSG00000024053.11	Emilin2
ENSMUSG00000024054.14	Smchd1
ENSMUSG00000091831.5	Gm4707
ENSMUSG00000024056.10	Ndc80
ENSMUSG00000052525.14	Spdya
ENSMUSG00000045761.15	Togaram2
ENSMUSG00000044375.8	Pcare
ENSMUSG00000024059.10	Clip4
ENSMUSG00000055471.7	Alk
ENSMUSG00000039770.6	Ypel5
ENSMUSG00000024063.13	Lbh
ENSMUSG00000054469.14	Lclat1
ENSMUSG00000043705.7	Capn13
ENSMUSG00000024064.14	Galnt14
ENSMUSG00000024065.8	Ehd3
ENSMUSG00000024066.9	Xdh
ENSMUSG00000038541.8	Srd5a2
ENSMUSG00000058704.8	Memo1
ENSMUSG00000024067.14	Dpy30
ENSMUSG00000024068.8	Spast
ENSMUSG00000024069.13	Slc30a6
ENSMUSG00000039193.8	Nlrc4
ENSMUSG00000024073.15	Birc6
ENSMUSG00000001870.15	Ltbp1
ENSMUSG00000002017.9	Fam98a
ENSMUSG00000056121.15	Fez2
ENSMUSG00000024076.10	Vit
ENSMUSG00000024077.15	Strn
ENSMUSG00000039414.10	Heatr5b
ENSMUSG00000050668.10	Gpatch11
ENSMUSG00000024079.4	Eif2ak2
ENSMUSG00000038045.14	Sult6b1
ENSMUSG00000062691.10	Cebpzos
ENSMUSG00000024081.9	Cebpz
ENSMUSG00000024082.5	Ndufaf7
ENSMUSG00000024070.15	Prkd3
ENSMUSG00000024084.8	Qpct
ENSMUSG00000036533.9	Cdc42ep3
ENSMUSG00000036368.8	Rmdn2
ENSMUSG00000059811.13	Atl2
ENSMUSG00000024095.15	Hnrnpll
ENSMUSG00000035473.10	Galm
ENSMUSG00000046196.4	Ttc39d
ENSMUSG00000055760.12	Gemin6
ENSMUSG00000045257.10	Morn2
ENSMUSG00000054901.7	Arhgef33
ENSMUSG00000024247.14	Pkdcc
ENSMUSG00000055817.18	Mta3
ENSMUSG00000045817.8	Zfp36l2
ENSMUSG00000040505.13	Abcg5
ENSMUSG00000024254.15	Abcg8
ENSMUSG00000024120.12	Lrpprc
ENSMUSG00000038805.10	Six3
ENSMUSG00000024134.11	Six2
ENSMUSG00000045038.14	Prkce
ENSMUSG00000037689.6	Tmem247
ENSMUSG00000024143.14	Rhoq
ENSMUSG00000024145.6	Pigf
ENSMUSG00000024146.9	Cript
ENSMUSG00000024150.11	Mcfd2
ENSMUSG00000036918.15	Ttc7
ENSMUSG00000036557.8	Stpg4
ENSMUSG00000036438.12	Calm2
ENSMUSG00000024151.13	Msh2
ENSMUSG00000005371.14	Fbxo11
ENSMUSG00000034998.18	Foxn2
ENSMUSG00000034709.8	Ppp1r21
ENSMUSG00000033855.15	Ston1
ENSMUSG00000024154.10	Gtf2a1l
ENSMUSG00000024109.18	Nrxn1
ENSMUSG00000091539.2	Vmn1r238
ENSMUSG00000063889.16	Crem
ENSMUSG00000024231.14	Cul2
ENSMUSG00000024233.10	Lyzl1
ENSMUSG00000024235.10	Map3k8
ENSMUSG00000024236.18	Svil
ENSMUSG00000024238.14	Zeb1
ENSMUSG00000041225.16	Arhgap12
ENSMUSG00000006740.13	Kif5b
ENSMUSG00000024240.13	Epc1
ENSMUSG00000061013.5	Mkx
ENSMUSG00000024283.14	Wac
ENSMUSG00000047879.16	Usp14
ENSMUSG00000042942.17	Greb1l
ENSMUSG00000024293.15	Esco1
ENSMUSG00000002475.15	Abhd3
ENSMUSG00000024294.13	Mib1
ENSMUSG00000005836.9	Gata6
ENSMUSG00000040957.15	Cables1
ENSMUSG00000049411.14	Tmem241
ENSMUSG00000024410.14	Rmc1
ENSMUSG00000024413.13	Npc1
ENSMUSG00000057766.13	Ankrd29
ENSMUSG00000024421.16	Lama3
ENSMUSG00000024424.14	Ttc39c
ENSMUSG00000024430.13	Cabyr
ENSMUSG00000044252.17	Osbpl1a
ENSMUSG00000047161.12	Chst9
ENSMUSG00000024304.14	Cdh2
ENSMUSG00000059898.9	Dsc3
ENSMUSG00000024331.11	Dsc2
ENSMUSG00000044322.7	Dsc1
ENSMUSG00000034774.6	Dsg1c
ENSMUSG00000069441.3	Dsg1a
ENSMUSG00000061928.6	Dsg1b
ENSMUSG00000001804.9	Dsg4
ENSMUSG00000044393.15	Dsg2
ENSMUSG00000033382.14	Trappc8
ENSMUSG00000042514.11	Klhl14
ENSMUSG00000045215.16	Asxl3
ENSMUSG00000041923.15	Nol4
ENSMUSG00000024302.16	Dtna
ENSMUSG00000024277.14	Mapre2
ENSMUSG00000024276.7	Zfp397
ENSMUSG00000063281.9	Zfp35
ENSMUSG00000051469.14	Zfp24
ENSMUSG00000047989.11	Ino80c
ENSMUSG00000000420.15	Galnt1
ENSMUSG00000024270.11	Slc39a6
ENSMUSG00000024269.11	Tpgs2
ENSMUSG00000033632.15	AW554918
ENSMUSG00000024268.16	Celf4
ENSMUSG00000033628.15	Pik3c3
ENSMUSG00000057455.12	Rit2
ENSMUSG00000024395.8	Lims2
ENSMUSG00000052229.5	Gpr17
ENSMUSG00000024388.10	Myo7b
ENSMUSG00000024384.4	Iws1
ENSMUSG00000024382.13	Ercc3
ENSMUSG00000109238.1	Gm35060
ENSMUSG00000090523.2	Gypc
ENSMUSG00000024378.9	Stard4
ENSMUSG00000005871.14	Apc
ENSMUSG00000014504.16	Srp19
ENSMUSG00000035984.14	Nme5
ENSMUSG00000049357.11	4933408B17Rik
ENSMUSG00000003778.14	Brd8
ENSMUSG00000024370.16	Cdc23
ENSMUSG00000038773.11	Kdm3b
ENSMUSG00000038418.7	Egr1
ENSMUSG00000024360.7	Etf1
ENSMUSG00000024359.8	Hspa9
ENSMUSG00000099703.6	Gm28285
ENSMUSG00000037236.14	Matr3
ENSMUSG00000037058.14	Paip2
ENSMUSG00000024354.11	Slc23a1
ENSMUSG00000073600.3	Prob1
ENSMUSG00000073598.3	1700066B19Rik
ENSMUSG00000073599.9	Ecscr
ENSMUSG00000024347.16	Psd2
ENSMUSG00000060275.12	Nrg2
ENSMUSG00000043991.4	Pura
ENSMUSG00000110185.1	Igip
ENSMUSG00000046727.12	Cystm1
ENSMUSG00000024483.18	Ankhd1
ENSMUSG00000090264.1	Eif4ebp3
ENSMUSG00000006050.11	Sra1
ENSMUSG00000033272.12	Slc35a4
ENSMUSG00000044719.4	E230025N22Rik
ENSMUSG00000014294.4	Ndufa2
ENSMUSG00000024474.6	Ik
ENSMUSG00000044595.10	Dnd1
ENSMUSG00000019143.15	Hars2
ENSMUSG00000103442.5	Pcdha1
ENSMUSG00000104148.5	Pcdha2
ENSMUSG00000102312.1	Pcdha3
ENSMUSG00000104252.5	Pcdha4
ENSMUSG00000103458.1	Gm42416
ENSMUSG00000103092.1	Pcdha5
ENSMUSG00000103707.5	Pcdha6
ENSMUSG00000102836.1	Gm37013
ENSMUSG00000104318.1	Pcdha7
ENSMUSG00000103125.1	Gm37388
ENSMUSG00000103800.1	Pcdha8
ENSMUSG00000103770.1	Pcdha9
ENSMUSG00000007440.10	Pcdha11
ENSMUSG00000102206.5	Pcdha11
ENSMUSG00000103310.1	Pcdha12
ENSMUSG00000103255.1	Pcdhac1
ENSMUSG00000102697.1	Pcdhac2
ENSMUSG00000051663.4	Pcdhb1
ENSMUSG00000051599.4	Pcdhb2
ENSMUSG00000045498.1	Pcdhb3
ENSMUSG00000045689.3	Pcdhb4
ENSMUSG00000063687.3	Pcdhb5
ENSMUSG00000051678.4	Pcdhb6
ENSMUSG00000045062.4	Pcdhb7
ENSMUSG00000045876.4	Pcdhb8
ENSMUSG00000051242.1	Pcdhb9
ENSMUSG00000045657.3	Pcdhb10
ENSMUSG00000051486.5	Pcdhb11
ENSMUSG00000043458.5	Pcdhb12
ENSMUSG00000047307.2	Pcdhb13
ENSMUSG00000044043.4	Pcdhb14
ENSMUSG00000047033.2	Pcdhb15
ENSMUSG00000047910.6	Pcdhb16
ENSMUSG00000046387.5	Pcdhb17
ENSMUSG00000048347.5	Pcdhb18
ENSMUSG00000043313.6	Pcdhb19
ENSMUSG00000046191.7	Pcdhb20
ENSMUSG00000044022.5	Pcdhb21
ENSMUSG00000073591.4	Pcdhb22
ENSMUSG00000050304.3	Slc25a2
ENSMUSG00000051316.8	Taf7
ENSMUSG00000103144.1	Pcdhga1
ENSMUSG00000103332.1	Pcdhga2
ENSMUSG00000104346.1	Pcdhga3
ENSMUSG00000103037.1	Pcdhgb1
ENSMUSG00000103677.1	Pcdhga4
ENSMUSG00000102748.1	Pcdhgb2
ENSMUSG00000103567.1	Pcdhga5
ENSMUSG00000103793.1	Pcdhga6
ENSMUSG00000103472.1	Pcdhga7
ENSMUSG00000103585.1	Pcdhgb4
ENSMUSG00000103897.1	Pcdhga8
ENSMUSG00000103749.1	Pcdhgb5
ENSMUSG00000102440.1	Pcdhga9
ENSMUSG00000103088.1	Pcdhgb6
ENSMUSG00000102222.1	Pcdhga10
ENSMUSG00000104063.1	Pcdhgb7
ENSMUSG00000102742.1	Pcdhga11
ENSMUSG00000102428.1	Pcdhga12
ENSMUSG00000102918.1	Pcdhgc3
ENSMUSG00000023036.14	Pcdhgc4
ENSMUSG00000102543.5	Pcdhgc5
ENSMUSG00000024456.16	Diaph1
ENSMUSG00000024454.15	Hdac3
ENSMUSG00000044024.15	Rell2
ENSMUSG00000038524.13	Fchsd1
ENSMUSG00000051375.15	Pcdh1
ENSMUSG00000024440.12	Pcdh12
ENSMUSG00000052102.14	Gnpda1
ENSMUSG00000036452.17	Arhgap26
ENSMUSG00000036585.15	Fgf1
ENSMUSG00000024431.14	Nr3c1
ENSMUSG00000051732.2	Pabpc2
ENSMUSG00000057719.10	Sh3rf2
ENSMUSG00000024497.3	Pou4f3
ENSMUSG00000024498.15	Tcerg1
ENSMUSG00000024500.18	Ppp2r2b
ENSMUSG00000024501.19	Dpysl3
ENSMUSG00000043424.10	Eif3j2
ENSMUSG00000038791.14	Scgb3a2
ENSMUSG00000055561.9	Spink5
ENSMUSG00000051050.9	Spink14
ENSMUSG00000061144.5	Spink12
ENSMUSG00000110628.1	Gm37797
ENSMUSG00000069385.9	Gm10267
ENSMUSG00000073573.5	Spink11
ENSMUSG00000024471.12	Myot
ENSMUSG00000024472.9	Dcp2
ENSMUSG00000071856.10	Mcc
ENSMUSG00000034653.11	Ythdc2
ENSMUSG00000054477.15	Kcnn2
ENSMUSG00000033319.5	Fem1c
ENSMUSG00000056130.9	Ticam2
ENSMUSG00000033184.14	Tmed7
ENSMUSG00000024480.8	Ap3s1
ENSMUSG00000019647.16	Sema6a
ENSMUSG00000024505.15	Dtwd2
ENSMUSG00000037416.13	Dmxl1
ENSMUSG00000062210.13	Tnfaip8
ENSMUSG00000024507.6	Hsd17b4
ENSMUSG00000046886.6	Zfp474
ENSMUSG00000024532.13	1700034E13Rik
ENSMUSG00000024534.15	Sncaip
ENSMUSG00000069378.13	Prdm6
ENSMUSG00000053644.13	Aldh7a1
ENSMUSG00000008301.11	Phax
ENSMUSG00000032900.14	Tex43
ENSMUSG00000024590.8	Lmnb1
ENSMUSG00000032656.14	March3
ENSMUSG00000024592.15	C330018D20Rik
ENSMUSG00000024593.15	Megf10
ENSMUSG00000069372.3	Ctxn3
ENSMUSG00000058925.11	Ccdc192
ENSMUSG00000024600.8	Slc27a6
ENSMUSG00000050875.11	A730017C20Rik
ENSMUSG00000073555.1	Gm4951
ENSMUSG00000024603.8	Dctn4
ENSMUSG00000024604.7	Rbm22
ENSMUSG00000049173.7	Myoz3
ENSMUSG00000043079.17	Synpo
ENSMUSG00000024608.10	Rps14
ENSMUSG00000024613.16	Tcof1
ENSMUSG00000036412.5	Arsi
ENSMUSG00000024617.16	Camk2a
ENSMUSG00000024619.8	Cdx1
ENSMUSG00000024620.11	Pdgfrb
ENSMUSG00000024621.15	Csf1r
ENSMUSG00000034320.14	Slc26a2
ENSMUSG00000024575.15	Pde6a
ENSMUSG00000033871.14	Ppargc1b
ENSMUSG00000024576.14	Csnk1a1
ENSMUSG00000024579.7	Pcyox1l
ENSMUSG00000033032.15	Afap1l1
ENSMUSG00000044176.11	Spink10
ENSMUSG00000110576.1	Gm36368
ENSMUSG00000073551.4	Spink13
ENSMUSG00000024581.12	Napg
ENSMUSG00000041482.16	Piezo2
ENSMUSG00000056812.13	St8sia3
ENSMUSG00000045991.18	Onecut2
ENSMUSG00000024589.16	Nedd4l
ENSMUSG00000032845.15	Alpk2
ENSMUSG00000032688.8	Malt1
ENSMUSG00000042439.12	Zfp532
ENSMUSG00000046610.14	Oacyl
ENSMUSG00000024516.12	Sec11c
ENSMUSG00000024517.16	Grp
ENSMUSG00000041891.15	Lman1
ENSMUSG00000046318.15	Ccbe1
ENSMUSG00000109901.1	Chmp1b
ENSMUSG00000024533.16	Spire1
ENSMUSG00000024539.17	Ptpn2
ENSMUSG00000024542.9	Cep192
ENSMUSG00000038121.6	Fam210a
ENSMUSG00000009535.13	Rnmt
ENSMUSG00000053477.17	Tcf4
ENSMUSG00000038903.13	Ccdc68
ENSMUSG00000024511.15	Rab27b
ENSMUSG00000044906.5	4930503L19Rik
ENSMUSG00000079608.10	Stard6
ENSMUSG00000038425.17	Poli
ENSMUSG00000024513.16	Mbd2
ENSMUSG00000060534.15	Dcc
ENSMUSG00000037253.8	Mex3c
ENSMUSG00000024515.13	Smad4
ENSMUSG00000036941.2	Elac1
ENSMUSG00000064036.15	Mro
ENSMUSG00000024558.12	Mapk4
ENSMUSG00000024561.9	Mbd1
ENSMUSG00000035394.11	Cfap53
ENSMUSG00000025885.18	Myo5b
ENSMUSG00000025880.11	Smad7
ENSMUSG00000024563.15	Smad2
ENSMUSG00000090000.1	Ier3ip1
ENSMUSG00000025421.14	Hdhd2
ENSMUSG00000025420.13	Katnal2
ENSMUSG00000025425.17	St8sia5
ENSMUSG00000032818.15	Loxhd1
ENSMUSG00000025427.14	Rnf165
ENSMUSG00000025428.15	Atp5a1
ENSMUSG00000091055.2	Siglec15
ENSMUSG00000059336.14	Slc14a1
ENSMUSG00000024548.11	Setbp1
ENSMUSG00000053950.10	Adnp2
ENSMUSG00000024571.14	Gm16286
ENSMUSG00000057130.11	Txnl4a
ENSMUSG00000034006.16	Pqlc1
ENSMUSG00000059852.7	Kcng2
ENSMUSG00000033323.13	Ctdp1
ENSMUSG00000024566.9	Atp9b
ENSMUSG00000041607.16	Mbp
ENSMUSG00000041258.17	Zfp236
ENSMUSG00000046982.10	Tshz1
ENSMUSG00000048410.16	Zfp407
ENSMUSG00000056162.13	Cndp1
ENSMUSG00000047992.10	Fam69c
ENSMUSG00000024646.13	Cyb5a
ENSMUSG00000034391.11	Fbxo15
ENSMUSG00000024647.14	Cbln2
ENSMUSG00000056153.14	Socs6
ENSMUSG00000034028.15	Cd226
ENSMUSG00000073514.3	Dok6
ENSMUSG00000110277.1	Gm45871
ENSMUSG00000024831.13	Ighmbp2
ENSMUSG00000024829.12	Mrpl21
ENSMUSG00000024905.15	Tesmin
ENSMUSG00000024908.15	Ppp6r3
ENSMUSG00000024913.16	Lrp5
ENSMUSG00000045098.18	Kmt5b
ENSMUSG00000024843.15	Chka
ENSMUSG00000001750.15	Tcirg1
ENSMUSG00000036908.16	Unc93b1
ENSMUSG00000037263.13	Aldh3b3
ENSMUSG00000075296.4	Aldh3b2
ENSMUSG00000110949.1	Nudt8
ENSMUSG00000024869.10	Gm49405
ENSMUSG00000024871.10	Doc2g
ENSMUSG00000037916.13	Ndufv1
ENSMUSG00000060803.5	Gstp1
ENSMUSG00000038155.10	Gstp2
ENSMUSG00000058216.12	Gstp3
ENSMUSG00000024857.16	Cabp2
ENSMUSG00000024856.10	Cdk2ap2
ENSMUSG00000024851.13	Pitpnm1
ENSMUSG00000024847.14	Aip
ENSMUSG00000024835.14	Coro1b
ENSMUSG00000045826.8	Ptprcap
ENSMUSG00000024830.16	Rps6kb2
ENSMUSG00000040663.8	Clcf1
ENSMUSG00000005986.15	Ankrd13d
ENSMUSG00000024858.13	Grk2
ENSMUSG00000054611.16	Kdm2a
ENSMUSG00000041845.10	Rhod
ENSMUSG00000049303.10	Syt12
ENSMUSG00000024892.16	Pcx
ENSMUSG00000045045.7	Lrfn4
ENSMUSG00000024889.4	Rce1
ENSMUSG00000071691.11	Gm960
ENSMUSG00000096370.8	Gm21992
ENSMUSG00000033760.16	Rbm4b
ENSMUSG00000094936.7	Rbm4
ENSMUSG00000006456.10	Rbm14
ENSMUSG00000006457.3	Actn3
ENSMUSG00000006463.13	Zdhhc24
ENSMUSG00000024901.14	Peli3
ENSMUSG00000024883.7	Rin1
ENSMUSG00000061451.13	Tmem151a
ENSMUSG00000024862.16	Klc2
ENSMUSG00000024914.16	Drap1
ENSMUSG00000047423.9	AI837181
ENSMUSG00000024911.6	Fibp
ENSMUSG00000024909.14	Efemp2
ENSMUSG00000024906.9	Mus81
ENSMUSG00000056201.7	Cfl1
ENSMUSG00000100937.1	1700020D05Rik
ENSMUSG00000024925.10	Rnaseh2c
ENSMUSG00000024927.7	Rela
ENSMUSG00000054874.12	Pcnx3
ENSMUSG00000024936.7	Kcnk7
ENSMUSG00000024939.6	Fam89b
ENSMUSG00000079478.8	Sssca1
ENSMUSG00000024816.12	Frmd8
ENSMUSG00000024818.14	Slc25a45
ENSMUSG00000024826.14	Dpf2
ENSMUSG00000037451.7	Slc22a20
ENSMUSG00000024807.17	Syvn1
ENSMUSG00000038274.12	Fau
ENSMUSG00000075227.6	Znhit2
ENSMUSG00000024799.15	Tm7sf2
ENSMUSG00000024797.13	Vps51
ENSMUSG00000100621.1	Gm28374
ENSMUSG00000047733.10	Tmem262
ENSMUSG00000024792.8	Zfpl1
ENSMUSG00000024791.10	Cdca5
ENSMUSG00000054999.2	Naaladl1
ENSMUSG00000024787.13	Snx15
ENSMUSG00000024944.5	Arl2
ENSMUSG00000039699.13	Batf2
ENSMUSG00000024786.9	Majin
ENSMUSG00000024784.13	Gpha2
ENSMUSG00000024777.9	Ppp2r5b
ENSMUSG00000024773.14	Atg2a
ENSMUSG00000024772.9	Ehd1
ENSMUSG00000024769.7	Cdc42bpg
ENSMUSG00000024947.16	Men1
ENSMUSG00000024948.14	Map4k2
ENSMUSG00000024949.17	Sf1
ENSMUSG00000032648.14	Pygm
ENSMUSG00000032946.16	Rasgrp2
ENSMUSG00000033768.16	Nrxn2
ENSMUSG00000061742.11	Slc22a12
ENSMUSG00000024953.16	Prdx5
ENSMUSG00000038812.16	Trmt112
ENSMUSG00000024955.13	Esrra
ENSMUSG00000024959.13	Bad
ENSMUSG00000024962.13	Vegfb
ENSMUSG00000037349.9	Nudt22
ENSMUSG00000024767.11	Otub1
ENSMUSG00000024968.13	Rcor2
ENSMUSG00000024969.15	Mark2
ENSMUSG00000053080.10	2700081O15Rik
ENSMUSG00000060675.13	Pla2g16
ENSMUSG00000024972.16	Lgals12
